Lambda,dvdl,#Frame,D248_chi1,D248_chi2,V249_chi1,V249_chi2,N250_chi1,N250_chi2,T251_chi1,S272_chi1,S285_chi1,R286_chi1,R286_chi2,R286_chi3,R286_chi4,R286_chi5,S287_chi1,D290_chi1,D290_chi2,F291_chi1,F291_chi2,T292_chi1,weight_dvdl
1,-29.7544,107.0,-164.258,64.2062,44.964,117.5211,163.8878,-28.3353,164.6254,-71.9584,-75.2633,-53.8339,-170.7607,-55.7803,150.5148,7.4018,164.4025,176.4703,-174.1146,-164.2755,-71.4644,60.4066,-0.701906296
1,-28.8767,108.0,-168.0648,68.55,58.4702,125.0626,158.5581,-63.925,170.4526,-76.7157,-61.8718,-42.6944,161.6597,25.5833,66.6699,7.8602,164.3627,-169.8352,170.5879,-179.4382,-80.079,49.0924,-0.681201353
1,-45.4298,109.0,-178.7065,75.3,54.3785,124.687,167.0209,48.0991,161.8103,-70.329,-63.0681,-74.6285,160.0918,41.9479,124.1078,-25.483,-179.0736,-167.6128,167.2482,174.4223,-75.7247,57.0079,-1.071688982
1,-40.7936,110.0,-172.1311,74.987,52.591,121.4823,156.9816,-82.3326,163.876,-57.8318,-67.1459,-52.5878,-161.448,-60.3606,158.0725,-14.0346,168.8389,-167.6113,157.4956,171.9416,-68.2355,36.1709,-0.962321024
1,-46.2198,111.0,-169.1437,79.1084,61.466,122.1254,169.9556,-24.8591,174.1939,-68.2294,-71.1841,-51.0473,-165.0115,-53.3411,174.1735,-9.8388,178.6383,-173.2622,-6.9038,-171.8631,-92.0013,42.335,-1.090325082
1,-44.1234,112.0,-97.5696,5.4424,50.485,120.4108,164.4783,-22.8581,179.9018,-56.2451,-64.5423,-18.3302,-179.988,-70.7916,126.9728,6.0435,172.9106,-178.5631,-3.0826,-170.8824,-69.7241,55.2634,-1.040871006
1,-43.2628,113.0,-64.4167,-52.5588,65.8822,135.0665,159.4779,-140.0836,168.6691,-70.5683,-59.5662,-56.7808,-165.2311,-52.1259,171.465,-5.1698,150.7836,-167.5532,-1.9663,-175.7133,-76.3643,53.5004,-1.020569452
1,-30.5686,114.0,-45.571,-70.4261,57.2283,124.3414,150.3315,23.3671,-176.4104,-55.7244,-59.2894,-42.8997,-166.9021,-56.817,147.6857,13.3866,169.9454,163.1413,16.6092,178.1138,-64.385,42.6811,-0.721113274
1,-52.25110000000001,115.0,-54.0376,-98.1569,62.9059,126.2902,154.6716,20.332,160.5438,-56.276,-64.9891,-50.9318,-164.4232,-58.8086,158.0445,7.9126,177.1871,-170.6009,-29.1375,-155.9459,-101.2374,46.6422,-1.2326034490000002
1,-37.7512,116.0,-80.0459,8.4697,82.6786,119.7167,160.4861,-31.2199,170.7053,-66.5585,-54.4445,-56.4406,-156.7223,-42.7658,-178.4789,0.903,170.0746,166.9201,34.4466,-179.5313,-69.0024,42.0764,-0.890550808
1,-36.9236,117.0,-67.4464,-23.2127,39.7024,119.2333,164.9052,83.4401,169.676,-64.8485,-51.6029,-37.4153,-156.8085,-58.3361,160.9339,15.393,68.8144,-162.9329,-14.6678,-177.5453,-92.1032,40.352,-0.8710277240000001
1,-41.0493,118.0,-77.0874,2.4548,50.6449,113.7959,161.2378,90.4318,-178.3891,-64.3896,-55.8742,-80.5879,142.2838,46.4578,124.1274,-0.1069,56.4084,-175.057,1.1043,-165.8364,-79.1167,56.7364,-0.968352987
1,-66.2211,119.0,-83.6443,-27.6516,69.3557,124.7921,162.3607,101.7697,167.8404,-73.4474,-67.7111,-56.06,-177.893,-49.561,164.4652,7.1627,60.6378,-174.7274,-10.0592,176.8622,-71.1433,67.4618,-1.5621557490000002
1,-28.980500000000003,120.0,-65.9483,-6.4573,76.2217,123.0467,161.0194,85.7023,-170.019,-70.1843,-52.7008,-48.8044,-149.5381,-43.4401,-174.5182,0.4511,66.6284,-154.2612,-50.1786,-153.5752,-84.7041,58.2238,-0.683649995
1,-33.7941,121.0,-80.1955,-48.7963,55.3462,122.8261,165.4593,173.2144,162.9718,-77.5352,-72.472,-45.3635,-165.6036,-52.1957,-177.7273,4.0975,81.3798,-164.6978,-6.0703,-168.6084,-78.5526,46.0,-0.797202819
1,-42.6906,122.0,-71.0965,-55.021,46.9781,118.8509,-157.4553,135.9502,178.0366,-61.2737,-52.9467,-64.9759,160.3449,56.2492,153.8333,-11.2213,63.6682,-162.3452,-26.5132,177.2518,-70.0962,51.0871,-1.007071254
1,-32.4075,123.0,-59.88,-50.0569,43.1147,131.2121,-178.6476,3.639,164.6015,-64.4573,-68.206,-51.2038,-161.8918,-52.3248,-155.484,0.0989,59.8531,-172.5294,-7.8568,178.5572,-77.0118,57.5849,-0.764492925
1,-26.109,124.0,-72.0578,-24.5498,72.5424,129.508,158.4848,-57.2871,170.438,-63.1075,-77.5026,-58.8134,-153.4607,-46.2701,175.1166,-2.1418,63.907,-168.623,-5.4828,-164.8687,-95.6767,51.8791,-0.61591131
1,-43.1642,125.0,-63.8158,-18.6632,65.0808,118.3843,-179.7083,-64.4947,172.4496,-69.8744,-62.2277,-54.8328,-161.2229,-51.5094,178.1253,-6.6914,62.8423,-168.3562,-6.443,-159.2173,-64.9968,54.4952,-1.018243478
1,-37.5964,126.0,-64.9712,-26.2841,64.6925,128.345,179.3246,36.4714,178.2654,-54.4454,-68.5285,-69.3892,175.221,-20.176,163.7304,0.3009,66.1276,-163.5336,-20.5732,-174.5015,-58.5003,52.4916,-0.8868990760000001
1,-37.7752,127.0,-72.6432,6.9757,51.914,121.6208,158.7419,121.0933,175.3676,-61.1963,-58.8075,-48.3002,-163.7031,-68.8828,179.4861,-11.6779,66.3279,-174.5313,14.8276,-172.1966,-68.154,55.9387,-0.891116968
1,-37.6004,128.0,-74.542,-22.2859,42.8402,125.4043,163.2655,102.8877,156.3262,-71.778,-65.0666,-50.224,-159.3496,-58.5802,-165.6476,3.9841,58.1894,-170.3404,-20.0672,-171.7836,-62.3207,44.8398,-0.886993436
1,-36.7962,129.0,-79.8006,-43.5088,51.642,123.4959,174.2153,96.4988,166.1052,-69.6025,-64.4833,-53.514,-159.7312,-63.6296,168.9422,10.2129,57.4098,-177.4276,18.0419,-170.7138,-78.5995,50.1618,-0.8680223579999999
1,-37.3539,130.0,-62.6991,-54.4101,58.5023,125.6175,170.1115,24.0077,166.9492,-60.4136,-58.3191,-43.7723,-168.6925,-50.7741,167.7737,21.365,77.5197,-175.0503,-3.1088,-169.3353,-100.6507,62.4776,-0.8811785010000001
1,-36.2986,131.0,-63.7108,-35.6322,61.1121,123.5692,174.8908,-23.5859,-179.4785,-59.9303,-59.1472,-58.6565,-164.6354,-42.4477,146.1714,11.7315,32.4187,-161.9049,-25.0066,-168.9103,-85.9131,61.5503,-0.856283974
1,-35.8851,132.0,-70.9153,-12.526,61.6583,119.2124,172.6219,-100.7915,161.2104,-60.8037,-69.5853,-74.931,142.8303,51.492,122.5048,-7.356,49.236,-172.5809,-66.7863,-177.9059,-91.7712,65.6019,-0.846529509
1,-43.8253,133.0,-80.1567,-19.1779,58.3374,127.5962,173.8717,130.2695,167.4085,-53.8561,-72.0401,-58.0924,-136.2611,-53.9184,-178.1217,9.7262,66.8919,-171.3494,7.7358,169.9061,-87.5494,49.8865,-1.033838827
1,-27.606500000000004,134.0,-71.49,-26.5556,62.1597,121.6254,166.3142,-22.222,175.4112,-66.0654,-53.1858,85.9061,171.0238,-179.4655,118.307,10.793,62.9413,167.2043,8.9815,-160.7782,-79.6406,46.8037,-0.6512373350000001
1,-29.0393,135.0,-63.5036,-6.4783,44.883,116.7857,178.5413,-12.0174,-174.8922,-66.5808,-58.0691,90.5609,-166.3193,-177.8164,90.1717,17.8597,74.5831,-171.0248,3.2331,-162.5743,-63.4216,62.4158,-0.685037087
1,-28.5771,136.0,-49.6671,-52.1091,50.3042,117.8985,-177.9065,-41.9271,177.7411,-60.1015,-68.7338,82.0959,177.8474,-155.7967,138.4453,2.079,67.9039,-177.7996,7.2748,176.2194,-35.3285,55.297,-0.674133789
1,-35.2161,137.0,-73.7199,-21.6336,56.8161,120.8422,170.6715,-40.126,-161.2117,-61.0093,-59.2801,44.7466,175.7992,-92.8523,110.3431,8.975,68.3542,-175.6104,-9.6498,-179.2111,-79.257,57.3969,-0.830747799
1,-42.4566,138.0,-69.5003,-74.0651,67.2274,122.1097,165.8382,8.6943,167.0664,-72.0667,64.6112,33.8964,-164.8636,-87.112,141.1727,-4.0206,61.684,179.809,2.0451,176.8595,-64.7039,71.2359,-1.001551194
1,-32.673,139.0,-74.8813,-3.7183,54.0096,121.8143,73.4874,55.7227,159.3848,-49.6957,50.5024,-57.1119,-164.6424,-56.8734,-166.2086,13.7446,67.1582,-156.1953,-23.2395,-169.6845,-90.9449,43.6666,-0.77075607
1,-37.9174,140.0,-72.9838,-29.7786,47.5133,131.379,64.6669,57.9931,169.8003,-57.5584,86.3359,-55.4113,-170.1186,-58.102,151.5259,12.3133,80.4008,-179.0689,0.1277,-173.1073,-79.2255,42.4245,-0.894471466
1,-32.9016,141.0,-56.8958,-17.6752,52.1503,120.5306,63.8894,52.4548,173.5323,-59.1784,44.7608,-52.6666,-160.7111,-58.3166,177.7192,-1.0375,51.0958,-172.4703,7.4755,-151.1732,-81.8901,49.4527,-0.776148744
1,-46.5138,142.0,-72.1064,-38.7275,64.6014,126.5213,79.5349,61.1221,173.0564,-59.0685,63.4205,44.4921,168.4323,-68.9604,166.6827,-27.78,51.2538,-162.7876,-23.5375,-172.6336,-58.4636,61.8337,-1.0972605420000001
1,-35.6594,143.0,-76.3925,-47.523,64.0187,129.033,60.1971,68.3437,159.2653,-57.4857,63.0639,73.7225,-172.8286,-150.0937,-169.6603,-1.6508,64.0403,-171.1711,0.9649,-159.1274,-49.4016,68.2863,-0.8412052459999999
1,-39.6214,144.0,-80.2189,-44.2652,62.7359,126.7833,71.4003,59.2108,-167.7246,-44.9366,70.0489,75.3793,-175.4852,-169.1577,119.4055,14.8184,50.522,-174.8974,-11.9882,-168.9795,-75.115,50.5411,-0.934668826
1,-37.6593,145.0,-57.8244,-45.5709,54.7254,131.9714,60.9124,65.2567,-178.4113,-59.9549,47.2854,30.8298,-168.3658,-77.3368,122.2912,0.4816,60.6687,175.6875,-21.2785,-160.7116,-59.746,54.8777,-0.888382887
1,-33.9429,146.0,-73.2322,-31.3063,65.3252,128.9031,60.703,51.8092,171.4387,-73.2619,73.2463,-69.015,-167.8487,-38.3479,173.4667,-4.2193,52.186,-165.8904,-24.4176,-159.6051,-73.9333,57.4044,-0.800713011
1,-36.658,147.0,-58.8522,-24.2085,59.7658,128.8339,69.1788,41.4603,177.135,-65.8952,50.0696,-69.6723,-160.5984,-50.7264,162.5034,-5.4435,72.9537,-162.7077,-6.8542,-160.784,-94.5141,70.2565,-0.86476222
1,-55.5811,148.0,-70.1763,1.722,59.3173,127.2471,39.8383,48.535,166.6672,-52.3511,66.3595,-64.7081,179.431,-34.691,138.0388,20.7567,86.6304,-168.9156,-11.3448,170.3167,-64.942,61.5806,-1.311158149
1,-38.23,149.0,-53.4458,-53.2241,58.8203,121.0113,70.2738,87.0462,164.4929,-71.141,48.4192,-60.4399,-175.7152,-35.9135,-169.0883,-0.2758,52.7044,-168.7085,-7.1873,-172.2868,-83.5457,72.3063,-0.9018457
1,-37.6334,150.0,-68.5593,-26.3896,60.7816,119.979,48.3103,39.7466,-178.4787,-54.7435,53.2367,-58.1923,-154.2415,-49.1722,153.8981,10.6363,53.966,-164.6438,-23.6912,-173.2466,-72.8035,72.0765,-0.887771906
1,-39.3817,151.0,-50.3451,-29.1022,44.7555,130.0969,63.8939,63.753,156.6172,-63.0393,61.6814,-52.9662,-158.695,-62.7276,177.7537,7.6268,52.6835,-165.1356,-33.468,-157.3755,-96.764,78.4113,-0.9290143030000001
1,-43.4642,152.0,-75.8646,-2.9181,60.5337,121.733,54.6077,49.7725,162.8782,-51.5998,52.7268,-50.5707,-169.998,-71.8978,155.7259,2.6036,57.1608,-174.4225,2.9886,-155.5961,-77.0857,68.6946,-1.025320478
1,-36.6805,153.0,-60.4979,-59.4114,65.0487,121.6409,69.0932,51.2766,165.5429,-63.1162,58.3765,-65.6043,178.4633,-32.4265,162.6172,20.3388,65.4797,-160.0179,-18.8734,-179.4785,-68.3487,58.496,-0.865292995
1,-42.0041,154.0,-70.1061,-35.1725,49.8511,122.0605,88.8047,-72.0849,172.5609,-67.7322,61.3561,-34.8652,-169.8465,-58.737,166.7708,12.0763,37.7608,-172.9902,-7.8468,-166.8337,-63.047,62.0196,-0.9908767190000001
1,-41.668000000000006,155.0,-67.4502,-33.9199,66.6224,125.4237,82.7137,15.6184,168.595,-79.9889,63.2115,-44.6993,-170.1751,-54.8877,-173.2721,18.6639,49.9872,175.4189,-12.2322,-168.1398,-70.5735,81.7528,-0.9829481200000001
1,-36.488,156.0,-69.1058,-53.9105,69.5497,127.2385,54.6481,24.8289,-178.8408,-48.9745,70.4829,-61.909,-164.6202,-54.1252,-178.5495,-1.1289,77.4854,-162.2676,-8.3681,-171.6759,-64.6089,70.9839,-0.86075192
1,-36.3354,157.0,-94.2708,-6.6511,59.5138,122.8643,61.7614,-107.1327,179.6538,-75.7231,61.6,-57.7317,-169.8893,-57.2436,175.3162,-5.2154,64.9967,-167.4728,-9.4555,173.8241,-72.2545,67.5,-0.857152086
1,-29.0636,158.0,-49.1863,-39.7304,45.9653,122.2204,66.9178,-95.3306,152.4463,-67.1723,64.2066,53.3408,179.0982,-123.9033,164.4929,8.882,55.927,-151.2004,-39.4003,-177.2636,-78.9671,70.5127,-0.685610324
1,-39.845,159.0,-75.3555,20.6134,69.8609,122.2593,65.8542,-92.3895,-172.5519,-49.5557,67.5973,-62.1919,-170.3692,-51.4609,-175.967,-8.2674,53.2057,-145.4786,-37.8823,-159.318,-98.9482,65.1804,-0.93994355
1,-36.7245,160.0,-68.707,-43.3744,57.262,120.4511,78.5418,-160.1861,173.9909,-58.2807,61.4389,-72.6105,122.5474,63.5738,129.9365,9.8199,53.9154,-165.119,-28.5489,-165.8263,-85.5457,64.6711,-0.866330955
1,-40.639100000000006,161.0,-87.0148,7.2272,50.8091,113.2246,76.2807,-110.6736,-169.8107,-47.4485,80.7492,-50.3461,100.2293,66.8692,126.7274,1.4392,51.4404,-171.1332,-32.5785,-166.9127,-94.2668,68.6586,-0.9586763690000002
1,-32.9271,162.0,-69.9218,-46.4461,47.1487,126.4747,74.071,-88.8183,166.8093,-57.3484,60.0014,-58.4962,131.2627,61.4087,132.3175,-0.0088,53.6732,-157.82,-31.3882,-160.0718,-95.0917,61.1839,-0.7767502890000001
1,-36.6014,163.0,-70.9989,-9.73,49.0665,118.4883,82.0888,-109.1392,-172.8481,-55.9749,54.8851,-56.8392,-172.2899,-39.4726,166.5095,14.1149,54.8347,-169.593,-21.2865,178.3558,-90.7162,56.6705,-0.863427026
1,-44.6248,164.0,-75.6966,-16.358,57.7373,127.6396,39.3336,-106.4616,150.4594,-53.4191,46.4186,-55.8225,177.6345,-22.9134,172.0183,-14.7069,52.7494,-179.4197,-9.3302,175.4414,-79.406,68.8999,-1.052699032
1,-44.2829,165.0,-60.329,-56.5105,54.5229,122.8832,53.8493,-69.0134,177.6232,-75.434,63.5644,-49.7014,-167.3764,-59.3313,167.7685,-5.562,49.9713,-168.3588,-19.5961,-178.5212,-75.2298,58.789,-1.0446336109999999
1,-35.0817,166.0,-79.8993,-45.7478,62.9846,118.9842,56.7867,-119.7354,-178.5815,-65.8329,71.8518,-57.9459,98.8668,48.4069,77.5567,1.6547,60.6136,-164.2573,-30.226,-165.1381,-77.4583,69.3089,-0.827577303
1,-38.24170000000001,167.0,-70.4321,-31.1047,45.8062,130.2917,72.8336,-103.7262,175.2312,-64.254,69.9277,-77.9533,161.517,54.506,89.1976,1.267,74.5114,179.0596,19.8348,-179.5844,-62.5707,50.2002,-0.9021217030000002
1,-38.019,168.0,-67.3109,-16.5359,42.6154,121.6189,60.2507,-37.1587,-176.0523,-65.3443,45.525,-63.9772,151.2475,49.9379,88.1641,0.5323,64.4586,177.1787,40.9288,-173.86,-90.289,55.3665,-0.8968682099999999
1,-49.5262,169.0,-54.1483,-14.7677,61.6241,118.1152,82.3751,-94.3275,167.7544,-67.7029,51.5551,-68.5744,158.7172,57.0789,99.0157,-15.508,52.3821,177.823,53.4474,-168.8389,-47.6854,66.1254,-1.1683230580000001
1,-33.1708,170.0,-72.4819,-23.764,58.065,118.1018,72.2909,-130.087,177.8597,-46.0339,61.3787,-55.2573,-171.8088,-51.0831,150.379,18.0973,59.4974,-153.2605,48.9829,-160.7111,-82.5446,68.0189,-0.782499172
1,-48.1699,171.0,-71.89,-19.9493,39.4094,129.1666,75.2882,-109.2857,151.4359,-49.5094,65.1495,-53.8139,-157.5087,-61.7615,163.2356,8.9481,67.4918,178.6405,18.0144,174.4618,-79.8707,54.982,-1.136327941
1,-43.362,172.0,-63.9042,-25.1839,50.3772,117.6013,63.4299,-103.1462,168.0323,-62.8317,63.8691,-55.3538,-179.294,-48.8304,167.8905,20.1954,53.0261,-179.7001,26.3905,-177.6633,-78.2615,61.3306,-1.02290958
1,-34.8595,173.0,-70.6263,-10.5417,66.2716,117.2056,66.3549,30.7784,176.3076,-60.7368,40.6279,-66.7217,147.0724,53.46,72.1864,3.7075,43.0999,-170.0008,15.4074,178.9354,-64.5672,57.6191,-0.8223356049999999
1,-34.1768,174.0,-61.483,-51.9687,74.7816,123.9204,55.1134,63.2296,163.3927,-30.7009,69.0917,-22.9291,179.5992,-59.4512,171.7032,-0.2371,50.9381,177.847,171.8333,-161.6684,-77.868,52.0839,-0.806230712
1,-31.924700000000005,175.0,-73.5262,1.5692,65.2875,125.1117,56.5469,69.6765,165.248,-72.2351,41.1503,-44.2313,-174.6308,-51.1228,146.8141,-9.7486,52.2381,-179.8823,-147.3225,-143.2439,-74.1501,67.0816,-0.7531036730000001
1,-36.1642,176.0,-96.4727,4.1049,78.8555,128.0387,57.5529,63.2372,169.0069,-79.7053,49.7388,-68.7881,133.2073,62.8911,109.5954,-5.6723,56.6347,178.0265,-141.367,-170.6832,-78.193,62.6244,-0.853113478
1,-38.3399,177.0,-69.1805,-31.9305,61.7974,115.7804,51.8676,65.1716,161.4579,-66.7681,69.4442,-54.7802,-170.3154,-57.3188,165.3057,12.6302,57.6357,-177.1885,-140.6988,176.8525,-48.1191,45.9215,-0.904438241
1,-29.8968,178.0,-64.4299,11.0072,62.4159,117.1788,78.0116,-66.1145,177.9101,-47.6775,57.6345,-45.5851,-172.0118,-47.4668,-176.8575,10.8163,60.6155,166.6557,-95.2684,-168.3311,-100.2512,56.8958,-0.705265512
1,-33.0893,179.0,-86.2208,-7.8281,63.0455,117.0303,31.0148,-119.3679,149.7845,-68.6132,59.5747,-59.7785,-176.2347,-85.1623,111.9819,10.6998,63.2529,168.8681,-126.951,165.1454,-79.9416,58.1831,-0.780576587
1,-38.8083,180.0,-68.8829,-27.7499,54.3782,125.9131,51.5692,-83.4955,146.2071,-48.9497,58.9672,-49.9586,-173.8806,-50.4741,-149.8314,-9.2214,65.7202,175.9495,-158.0422,-172.31,-80.8975,52.3347,-0.915487797
1,-36.8731,181.0,-69.3916,-58.8888,59.9223,119.1096,73.4902,-95.3068,179.7131,-60.4261,65.0113,-57.5021,-167.7617,-46.3091,170.6889,10.6002,57.8975,169.2783,-126.9457,-177.3198,-63.7679,64.0428,-0.869836429
1,-31.7653,182.0,-63.8767,-63.276,54.7768,122.2724,76.3421,-83.6534,168.1564,-47.0957,60.2566,-68.4616,-170.2739,-55.8073,168.7098,10.7652,55.9678,177.6435,-130.2032,-156.6331,-86.884,52.0966,-0.749343427
1,-36.3413,183.0,-64.9023,-35.982,43.4553,120.5881,68.0617,-97.5004,166.6623,-57.045,69.5535,-47.1453,-161.6953,-63.7159,173.894,-10.0924,79.1285,-171.6958,-166.9427,-164.2592,-52.4271,61.3514,-0.8572912669999999
1,-32.2734,184.0,-70.7403,-21.2485,64.4839,127.0383,65.2664,-111.8073,-177.6475,-62.4726,51.3353,-49.2968,-164.6853,-49.0022,160.1655,-6.3754,63.6759,-166.9013,178.2811,-165.0619,-76.0442,59.5591,-0.761329506
1,-39.2261,185.0,-74.6031,-0.3043,63.3027,131.2421,64.056,53.6015,177.9036,-62.2802,65.945,-66.627,127.5357,57.4206,72.6073,2.0505,61.2893,-164.6873,-144.7247,-134.3469,-79.5323,61.6798,-0.925343699
1,-39.179,186.0,-75.9924,-41.9409,52.4689,125.176,69.2965,59.1995,168.3602,-66.0262,46.6081,-48.3746,-175.2159,-45.5873,152.7097,-10.5607,59.4948,-169.7887,-164.1874,-170.5534,-73.0079,55.1073,-0.92423261
1,-40.337,187.0,-81.4873,-59.8725,58.8872,115.1677,74.7836,-132.0546,176.7426,-50.495,60.6721,-60.7667,-172.3873,-60.0406,145.9607,17.2144,63.7854,-162.9473,167.3351,-153.6834,-55.5331,57.4803,-0.95154983
1,-36.794,188.0,-80.4004,-10.8242,65.7908,123.5794,56.4272,-116.6832,164.6878,-42.6506,59.5351,48.4539,167.6934,-86.8818,109.8652,4.2724,41.083,-178.3792,-150.7888,179.0663,-74.4239,81.905,-0.8679704599999999
1,-41.8868,189.0,-61.8683,-47.0415,58.1564,117.3697,64.9146,-79.1753,175.4231,-59.0384,52.9121,86.6329,170.4469,-160.2988,144.9719,0.0826,80.2247,176.1978,-167.2411,-171.1077,-52.2823,67.6838,-0.988109612
1,-32.7947,190.0,-71.1907,-4.1187,51.3795,125.4183,70.5267,-107.9336,141.7075,-66.2439,66.3004,33.9423,-174.0867,-95.918,134.553,8.4202,78.5989,-169.7812,152.0373,-156.6353,-81.2449,73.5718,-0.7736269729999999
1,-39.0677,191.0,-67.9407,-13.1878,60.0789,123.1963,64.1173,-99.6229,154.1418,-59.265,70.0906,65.7908,168.5619,-84.098,168.8134,-14.5239,61.3336,-171.3435,-170.4725,-153.74,-107.8967,58.4143,-0.9216070430000001
1,-58.901,192.0,-81.5384,-40.2238,43.7496,124.7315,55.2311,58.5252,156.6064,-64.749,70.8946,-60.4804,141.4708,70.5563,76.1446,-7.007,39.3271,174.1043,-159.1458,157.5114,-87.6373,83.2417,-1.38947459
1,-31.3875,193.0,-78.0393,-12.466,57.8654,127.6097,78.881,65.2727,-170.1262,-70.0704,64.7702,-82.4202,159.7511,61.5997,84.6473,2.553,54.5672,-169.7929,-159.1119,-165.4619,-46.302,59.8953,-0.740431125
1,-38.9968,194.0,-76.4529,-17.5325,47.1287,119.5765,72.8825,39.1473,153.8536,-70.1874,60.0876,-70.238,146.8602,62.4539,69.6602,2.3205,59.8091,-168.872,178.426,-178.481,-91.3418,56.7336,-0.919934512
1,-56.0974,195.0,-70.9461,-8.7229,66.9857,118.0936,62.9746,61.2609,177.5943,-77.5802,68.9099,-59.3734,165.452,-48.9637,157.3281,21.2898,48.1346,175.5394,-133.7549,170.3334,-59.5409,60.8846,-1.323337666
1,-28.8288,196.0,-73.6095,-7.9045,51.2294,114.0184,40.8358,72.2951,175.8571,-60.4366,63.6275,-56.2108,-159.8116,-47.3833,161.3139,20.3278,80.1696,174.5161,-123.2461,-155.8625,-57.2736,49.6886,-0.680071392
1,-52.700300000000006,197.0,-68.1884,-32.6804,65.6566,129.5608,87.7127,15.0526,-171.8119,-60.3558,61.5348,-68.3192,179.1178,44.0777,114.9765,-1.6438,57.5501,174.2669,-164.93,-166.5454,-75.7305,68.7145,-1.2432000770000002
1,-34.2183,198.0,-58.2572,-26.6615,76.6235,124.1667,51.3612,37.5744,173.5732,-67.7813,73.3665,-58.3124,115.1423,54.6591,72.4247,21.0176,65.9848,176.8855,-132.6398,-179.5682,-88.4766,63.495,-0.807209697
1,-33.8592,199.0,-56.6393,-41.9928,51.7217,120.6562,69.0301,2.8178,165.0672,-61.2752,50.0255,-54.9099,172.4886,67.8482,-128.4772,13.9263,55.0603,172.7467,-105.4116,-174.9162,-48.507,65.07,-0.798738528
1,-40.5515,200.0,-71.8806,-46.4428,61.727,121.1962,50.8708,26.8777,173.0041,-61.6759,66.5738,-62.0427,152.4907,74.5164,-146.6946,7.1317,57.935,167.5979,-151.5478,-154.5786,-87.2205,45.4197,-0.9566098849999999
1,-32.6363,201.0,-59.0509,-32.4845,63.0143,126.8603,53.9024,58.1917,-170.8466,-53.2204,63.9289,-76.1092,167.5382,152.3015,-141.5645,5.3118,64.1314,179.534,-129.1148,-171.1382,-86.022,58.6774,-0.769890317
1,-48.319100000000006,202.0,-69.3942,-38.3938,54.9593,122.498,63.9018,58.8316,175.174,-62.1193,73.7688,-54.2073,-178.5788,148.0442,-150.6692,-2.7046,74.7414,172.5531,-153.272,-174.2279,-72.2371,45.6734,-1.139847569
1,-42.2456,203.0,-70.4112,-49.0001,61.5337,115.2938,56.3973,67.367,152.9291,-44.4502,47.5162,-57.2483,-174.1547,174.6176,-175.2168,6.2793,75.5662,174.6133,157.7118,-172.3041,-100.873,64.0059,-0.9965737040000001
1,-38.0889,204.0,-75.344,-11.4177,58.9682,122.6442,59.3917,72.2461,134.5424,-46.7287,62.8324,-59.4818,167.9139,178.3673,-137.2821,-2.6829,65.749,173.1556,-140.7716,170.18,-71.8194,50.459,-0.8985171510000001
1,-44.3716,205.0,-66.9257,-9.8489,54.121,128.2923,58.2646,34.5508,-165.2511,-66.2272,52.4834,-55.0685,176.6824,174.904,-149.2715,8.3845,58.4994,163.8511,-140.8703,175.1064,-82.1236,62.1215,-1.046726044
1,-28.2928,206.0,-69.4296,-14.1395,68.0057,115.4479,52.6483,23.3553,155.8605,-75.8221,52.2401,-61.3831,165.4328,166.1659,-133.0414,6.1451,69.1137,-176.086,-160.9374,-176.4892,-66.9282,49.6367,-0.667427152
1,-46.4904,207.0,-76.4474,-32.4548,54.3825,124.4961,58.0031,71.5733,-168.5891,-77.0732,52.9124,-49.5732,-152.4424,153.6268,176.8766,7.2528,61.2194,-165.4162,173.6669,-178.9965,-77.0352,64.1795,-1.096708536
1,-47.482,208.0,-64.6559,-18.2649,60.592,124.0388,63.3762,29.2148,173.8936,-56.0716,60.3326,-54.2054,175.6552,-175.5906,-117.7481,13.0392,58.0633,-174.035,-148.9396,-171.4975,-84.0221,47.0215,-1.12010038
1,-32.3388,209.0,-78.7209,-25.932,56.709,116.6245,74.0423,54.578,176.4384,-50.6975,79.7296,34.6537,-163.0637,78.5185,-98.7308,-7.8703,58.2698,174.5652,-108.1766,173.2296,-91.2093,58.8764,-0.762872292
1,-26.8036,210.0,-60.6024,-57.3726,63.0331,125.6182,43.8086,102.7536,149.7524,-64.2417,65.2271,62.6856,144.1029,51.3161,-169.2123,0.866,78.4981,-176.9177,-155.4085,-169.5758,-50.4355,63.3391,-0.632296924
1,-32.246,211.0,-89.1218,-4.5164,58.6294,126.1201,66.8779,16.3729,145.2718,-68.2394,80.6828,39.1927,173.2597,59.5121,-166.3811,-9.4411,52.561,-168.9627,-169.4275,-167.8778,-31.5883,66.1427,-0.76068314
1,-44.7144,212.0,-66.543,-11.5375,54.5908,123.0129,73.2962,-4.5697,165.5982,-77.2306,58.1788,37.8307,-171.4375,69.7645,-154.4086,-24.2897,58.108,-177.0474,-149.4526,-164.4749,-23.2038,56.2095,-1.054812696
1,-30.4299,213.0,-64.793,-37.3506,70.0985,119.2074,58.4887,45.3125,-176.468,-59.4109,47.7399,40.999,151.7527,76.0103,-162.7462,19.2787,37.8847,157.1459,-79.4649,-173.0408,-72.469,64.2306,-0.717841341
1,-32.7647,214.0,-74.4241,-26.9397,55.1897,114.2472,53.1949,-91.9091,178.1818,-70.0784,69.1889,50.1021,164.7557,51.075,-154.7014,9.2424,83.0814,171.1094,-117.3584,-161.8108,-56.5283,53.3084,-0.772919273
